RUN,TP,CODE,DYNAMIC PRESSURE,TEMP TS,BALANCE TEMP,PRESS TS,N1,N2,S1,S2,A1,R1,Lift (lbf),Drag (lbf),Pitch (in-lbf),Yaw (in-lbf),Side (lbf),Roll (in-lbf),Alpha,Beta
17,6,0,14.827576,82.188982,4192.427769,14.704993,-0.011177,0.007766,-0.001941,0.001577,0.036337,-0.008534,0.553624,0.879139,4.463551,0.586746,0.028477,0,10,4
17,7,0,14.879174,83.124803,4192.011157,14.70426,-0.006568,0.004173,-0.001779,0.001405,0.019694,-0.005852,0.387102,0.476786,2.538919,0.58306,0.035368,0,5,4
17,8,0,14.845143,83.262293,4191.939539,14.705849,-0.00116,0.00011,-0.0017,0.00126,0.004572,-0.000326,0.166369,0.111798,0.317266,0.613422,0.053029,0,0,4
17,9,0,14.823201,83.164057,4191.866778,14.705825,-0.001264,0.000135,-0.003697,0.002647,0.005283,-0.000293,0.171957,0.129036,0.375905,1.324019,0.138545,0,0,8
17,10,0,14.81688,83.891113,4191.792586,14.705581,-0.006509,0.004105,-0.00388,0.002879,0.019318,-0.005907,0.380823,0.467573,2.539394,1.336055,0.123472,0,5,8
17,11,0,14.813728,83.651272,4191.642678,14.705421,-0.011583,0.007642,-0.003861,0.002868,0.034436,-0.009195,0.634147,0.833253,4.555353,1.259982,0.114968,0,10,8
17,12,0,14.803606,83.601158,4191.602721,14.705922,-0.016298,0.010903,-0.003998,0.0031,0.049187,-0.008117,0.87252,1.190084,6.425248,1.272921,0.090666,0,15,8
17,13,0,14.81032,84.076051,4191.532883,14.705633,-0.016641,0.01094,-0.005261,0.003916,0.049382,-0.008489,0.918639,1.19499,6.530887,1.707436,0.153583,0,15,10
17,14,0,14.80626,84.558167,4191.479006,14.706055,-0.012143,0.007686,-0.004996,0.003608,0.035026,-0.009476,0.715388,0.847923,4.710667,1.649699,0.168964,0,10,10
17,15,0,14.799824,84.089801,4191.421523,14.704643,-0.006945,0.003964,-0.005065,0.003608,0.019786,-0.006162,0.47206,0.479545,2.622303,1.736703,0.186689,0,5,10
17,16,0,14.795368,84.636036,4191.363978,14.706126,-0.001569,0.00002,-0.00483,0.003349,0.005094,-0.00044,0.23753,0.124857,0.434368,1.708892,0.199059,0,0,10
17,17,0,14.803632,84.427074,4191.277075,14.705599,-0.001122,-0.000138,0.002087,-0.001555,0.003466,-0.000432,0.215514,0.085681,0.193314,-0.772748,-0.080187,0,0,-4
17,18,0,14.806316,84.518584,4191.261567,14.704725,-0.006519,0.003943,0.002287,-0.001698,0.018028,-0.005512,0.433006,0.437138,2.412053,-0.922315,-0.093268,0,5,-4
17,19,0,14.79904,84.696743,4191.213288,14.70532,-0.011462,0.007521,0.002441,-0.001763,0.033403,-0.008087,0.658207,0.80888,4.405983,-1.037719,-0.113129,0,10,-4
17,20,0,14.791671,84.294136,4191.167024,14.705522,-0.016378,0.010941,0.002215,-0.001685,0.04799,-0.007806,0.904251,1.161808,6.360494,-1.04113,-0.096777,0,15,-4
17,21,0,14.785537,84.641038,4191.142152,14.705373,-0.016901,0.011217,0.004204,-0.003148,0.048086,-0.008092,0.952612,1.164234,6.517971,-1.773931,-0.169922,0,15,-8
17,22,0,14.787824,84.702833,4191.125887,14.70483,-0.012737,0.008244,0.004126,-0.003083,0.034122,-0.008986,0.756065,0.826298,4.848278,-1.685974,-0.162962,0,10,-8
17,23,0,14.787858,84.866615,4191.074298,14.705471,-0.007014,0.004038,0.004253,-0.003167,0.019178,-0.00557,0.506633,0.465542,2.519643,-1.649302,-0.162725,0,5,-8
17,24,0,14.793826,85.181403,4191.067962,14.704097,-0.001261,-0.000113,0.00403,-0.003114,0.004621,-0.000527,0.242385,0.114232,0.201543,-1.510265,-0.128777,0,0,-8
17,25,0,14.798627,84.772422,4191.050377,14.705156,-0.001248,-0.000072,0.005166,-0.003935,0.004902,-0.000498,0.237582,0.121103,0.191802,-1.922364,-0.171777,0,0,-10
17,26,0,14.799325,84.600602,4191.033304,14.704874,-0.006992,0.004167,0.005314,-0.003985,0.018814,-0.005505,0.486093,0.456595,2.529997,-2.045604,-0.193632,0,5,-10
17,27,0,14.818315,84.788979,4191.017994,14.704648,-0.012793,0.008391,0.00526,-0.003913,0.033353,-0.008866,0.745508,0.807456,4.88024,-2.10101,-0.204022,0,10,-10
17,28,0,14.838213,84.844562,4191.003584,14.704609,-0.0175,0.011755,0.005241,-0.003951,0.04752,-0.008439,0.966928,1.150076,6.770477,-2.17054,-0.200458,0,15,-10
18,1,1,0,0,0,0,0.163683,0.133015,-0.076872,0.116698,6.678573,0.023149,-49.605593,162.282501,-6.224691,41.585483,-5.574907,0,15,0
18,2,0,0.646581,83.416018,4191.526499,14.818999,-0.001992,0.00127,0.000311,-0.000258,0.041046,-0.000721,0.119494,0.999186,0.747195,-0.141019,-0.010106,0,15,0
19,1,0,15.293959,81.463601,4191.808703,14.700245,0.000014,-0.000143,0.000854,-0.000563,0.008033,-0.000747,0.024001,0.19595,-0.052199,-0.295584,-0.043034,0,0,0
19,2,0,15.278713,82.442051,4191.786958,14.700371,-0.005971,0.004357,0.001361,-0.000909,0.02174,0.002559,0.270532,0.52626,2.398726,-0.561054,-0.071962,0,5,0
19,3,0,15.259012,82.715139,4191.767091,14.700428,-0.012438,0.009198,0.001864,-0.001147,0.035726,0.004708,0.539748,0.862964,5.043814,-0.809623,-0.119258,0,10,0
19,4,0,15.252511,83.396831,4191.741026,14.700423,-0.016441,0.011889,0.002182,-0.00144,0.051829,0.001883,0.757219,1.253472,6.603969,-0.991641,-0.126978,0,15,0
19,5,0,15.244857,83.788386,4191.706331,14.700408,-0.01632,0.011441,0.00008,0.000092,0.051195,0.000999,0.803053,1.238519,6.499157,-0.222303,-0.051184,0,15,4
19,6,0,15.228265,84.349977,4191.661668,14.700745,-0.012835,0.008997,-0.000474,0.000389,0.035775,0.004625,0.630189,0.864751,5.119815,0.004124,-0.00745,0,10,4
19,7,0,15.000509,85.185423,4191.579059,14.702854,-0.006231,0.004149,-0.000852,0.00065,0.019694,0.002623,0.339516,0.476795,2.44115,0.232236,0.016545,0,5,4
19,8,0,14.992437,84.599605,4191.572122,14.703125,-0.000385,-0.000212,-0.00125,0.000881,0.005294,-0.00066,0.093558,0.129507,0.054039,0.448091,0.047727,0,0,4
19,9,0,14.982371,84.951057,4191.557548,14.702424,-0.000297,-0.000375,-0.003472,0.002406,0.006027,-0.000446,0.097835,0.147475,0.026344,1.238603,0.145974,0,0,8
19,10,0,14.9791,85.230619,4191.564616,14.702118,-0.006061,0.003799,-0.002994,0.002134,0.020001,0.002533,0.361453,0.48463,2.348516,0.999613,0.10805,0,5,8
19,11,0,14.983249,85.270612,4191.566643,14.702425,-0.012704,0.008744,-0.002194,0.001638,0.034294,0.004373,0.643746,0.828861,5.054468,0.631604,0.056326,0,10,8
19,12,0,14.974341,85.228388,4191.552557,14.702893,-0.016607,0.011352,-0.002126,0.001697,0.049185,0.001214,0.856817,1.189701,6.576858,0.577465,0.028836,0,15,8
19,13,0,14.963104,85.120216,4191.560227,14.703131,-0.017253,0.01159,-0.003374,0.002492,0.04977,0.001358,0.919682,1.203981,6.800222,1.000324,0.092609,0,15,10
19,14,0,14.975858,85.296802,4191.544908,14.702823,-0.012981,0.008591,-0.003349,0.002411,0.03542,0.004322,0.710538,0.856703,5.097503,1.036673,0.108231,0,10,10
19,15,0,14.972429,85.324395,4191.551927,14.701981,-0.006569,0.004006,-0.003865,0.002725,0.020691,0.00268,0.407959,0.501396,2.527777,1.301306,0.146338,0,5,10
19,16,0,14.962947,85.615231,4191.557713,14.702554,-0.000385,-0.000531,-0.00448,0.00314,0.006492,-0.000324,0.134192,0.159037,0.023415,1.605779,0.181901,0,0,10
19,17,0,14.986499,85.437308,4191.572242,14.701939,-0.000484,-0.000267,0.002642,-0.001931,0.005361,-0.001016,0.133682,0.13165,0.006756,-0.962167,-0.102568,0,0,-4
19,18,0,14.977247,85.447184,4191.564229,14.702227,-0.006073,0.004031,0.002988,-0.002167,0.019224,0.002556,0.347511,0.465816,2.320382,-1.165731,-0.123054,0,5,-4
19,19,0,14.966133,85.717111,4191.581238,14.703078,-0.012073,0.008525,0.003646,-0.002583,0.033817,0.004704,0.597935,0.817698,4.771302,-1.477709,-0.164644,0,10,-4
19,20,0,14.965481,85.557268,4191.592279,14.70216,-0.016612,0.011607,0.003737,-0.002843,0.048885,0.00187,0.839158,1.182813,6.551841,-1.612756,-0.141807,0,15,-4
19,21,0,14.96687,85.540763,4191.61103,14.701944,-0.017111,0.011875,0.006211,-0.004707,0.049597,0.001924,0.887007,1.200365,6.694379,-2.531414,-0.224767,0,15,-8
19,22,0,14.96284,85.729067,4191.62539,14.703279,-0.012355,0.008499,0.005591,-0.004088,0.034946,0.004584,0.656362,0.845726,4.800487,-2.204906,-0.224067,0,10,-8
19,23,0,14.952259,85.656269,4191.645509,14.703035,-0.006452,0.004189,0.004959,-0.003601,0.02065,0.002541,0.391425,0.500756,2.416397,-1.886207,-0.198178,0,5,-8
19,24,0,14.942189,86.192007,4191.671042,14.703023,-0.000491,-0.000194,0.004676,-0.003435,0.006762,-0.001139,0.130515,0.165901,-0.004377,-1.707017,-0.173988,0,0,-8
19,25,0,14.949648,85.778118,4191.671738,14.701827,-0.000565,-0.00019,0.005788,-0.004271,0.006884,-0.001163,0.14626,0.169053,-0.00292,-2.117158,-0.21154,0,0,-10
19,26,0,14.944928,85.977246,4191.677626,14.701861,-0.00626,0.004128,0.006046,-0.004408,0.020108,0.002521,0.373956,0.487627,2.341637,-2.282441,-0.235358,0,5,-10
19,27,0,14.952182,85.745993,4191.702572,14.702909,-0.0121,0.008521,0.006744,-0.004923,0.034164,0.004517,0.615238,0.826569,4.730476,-2.621584,-0.266003,0,10,-10
19,28,0,14.937699,85.854483,4191.714181,14.703005,-0.017141,0.012124,0.007564,-0.005629,0.049056,0.002058,0.855835,1.186824,6.742156,-3.012589,-0.284369,0,15,-10
